N: 1243
annotation 1	n1	annotation 2	n2	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	BC	p-value(ALT)	p.adjusted(ALT)	BC
community_72	6	neuroepithelial_cell_differentiation	4	0	0.0193081	0	[0.00,0.00]	1	1		1	1	
community_72	6	protein_kinase_C_signaling	3	0	0.0144811	0	[0.00,0.00]	1	1		1	1	
community_72	6	cell_communication_involved_in_cardiac_c...	10	0	0.0482703	0	[0.00,0.00]	1	1		1	1	
community_72	6	regulation_of_synaptic_vesicle_cycle	16	0	0.0772325	0	[0.00,0.00]	1	1		1	1	
community_72	6	neurotransmitter_receptor_transport_to_p...	6	0	0.0289622	0	[0.00,0.00]	1	1		1	1	
community_72	6	axonal_transport	10	0	0.0482703	0	[0.00,0.00]	1	1		1	1	
community_72	6	vesicle-mediated_transport_in_synapse	42	0	0.202735	0	[0.00,0.00]	1	1		1	1	
community_72	6	presynapse_assembly	3	0	0.0144811	0	[0.00,0.00]	1	1		1	1	
community_72	6	regulation_of_postsynaptic_membrane_neur...	6	0	0.0289622	0	[0.00,0.00]	1	1		1	1	
community_72	6	synaptic_vesicle_cycle	38	0	0.183427	0	[0.00,0.00]	1	1		1	1	
community_72	6	presynaptic_process_involved_in_chemical...	37	0	0.1786	0	[0.00,0.00]	1	1		1	1	
community_72	6	synaptic_signaling	124	0	0.598552	0	[0.00,0.00]	1	1		1	1	
community_72	6	trans-synaptic_signaling	124	0	0.598552	0	[0.00,0.00]	1	1		1	1	
community_72	6	chemical_synaptic_transmission,_postsyna...	20	0	0.0965406	0	[0.00,0.00]	1	1		1	1	
community_72	6	regulation_of_neurotransmitter_receptor_...	6	0	0.0289622	0	[0.00,0.00]	1	1		1	1	
community_72	6	neurotransmitter_receptor_transport	7	0	0.0337892	0	[0.00,0.00]	1	1		1	1	
community_72	6	signal_release_from_synapse	36	0	0.173773	0	[0.00,0.00]	1	1		1	1	
community_72	6	regulation_of_synaptic_vesicle_exocytosi...	12	0	0.0579244	0	[0.00,0.00]	1	1		1	1	
community_73	7	MAPK_cascade	122	0	0.687047	0	[0.00,0.00]	1	1		1	1	
community_73	7	neurotransmitter_uptake	8	0	0.0450523	0	[0.00,0.00]	1	1		1	1	
community_73	7	activation_of_innate_immune_response	43	0	0.242156	0	[0.00,0.00]	1	1		1	1	
community_73	7	toll-like_receptor_signaling_pathway	10	0	0.0563154	0	[0.00,0.00]	1	1		1	1	
community_73	7	Fc_receptor_mediated_stimulatory_signali...	25	0	0.140788	0	[0.00,0.00]	1	1		1	1	
community_73	7	immune_response-activating_signal_transd...	72	0	0.405471	0	[0.00,0.00]	1	1		1	1	
community_73	7	innate_immune_response-activating_signal...	42	0	0.236525	0	[0.00,0.00]	1	1		1	1	
community_73	7	dopamine_receptor_signaling_pathway	14	0	0.0788415	0	[0.00,0.00]	1	1		1	1	
community_73	7	Wnt_signaling_pathway,_calcium_modulatin...	8	0	0.0450523	0	[0.00,0.00]	1	1		1	1	
community_73	7	chemical_synaptic_transmission	124	1	0.698311	1.50813	[0.18,12.63]	0.521704	1		0.851307	1	
community_73	7	neurotransmitter_secretion	36	0	0.202735	0	[0.00,0.00]	1	1		1	1	
community_73	7	axon_guidance	40	1	0.225261	5.11538	[0.60,43.52]	0.205092	1		0.980851	1	
community_73	7	synapse_assembly	16	0	0.0901046	0	[0.00,0.00]	1	1		1	1	
community_73	7	axo-dendritic_transport	11	0	0.0619469	0	[0.00,0.00]	1	1		1	1	
community_73	7	anterograde_axonal_transport	6	0	0.0337892	0	[0.00,0.00]	1	1		1	1	
community_73	7	hormone-mediated_signaling_pathway	14	0	0.0788415	0	[0.00,0.00]	1	1		1	1	
community_73	7	regulation_of_cardiac_muscle_hypertrophy	10	0	0.0563154	0	[0.00,0.00]	1	1		1	1	
community_73	7	protein_kinase_A_signaling	5	0	0.0281577	0	[0.00,0.00]	1	1		1	1	
community_73	7	synaptic_vesicle_exocytosis	26	0	0.14642	0	[0.00,0.00]	1	1		1	1	
community_73	7	synaptic_vesicle_priming	10	0	0.0563154	0	[0.00,0.00]	1	1		1	1	
community_73	7	calcium-mediated_signaling	30	0	0.168946	0	[0.00,0.00]	1	1		1	1	
community_73	7	cAMP-mediated_signaling	9	0	0.0506838	0	[0.00,0.00]	1	1		1	1	
community_73	7	synaptic_vesicle_fusion_to_presynaptic_a...	7	0	0.0394208	0	[0.00,0.00]	1	1		1	1	
community_73	7	TOR_signaling	10	0	0.0563154	0	[0.00,0.00]	1	1		1	1	
community_73	7	myelin_assembly	5	0	0.0281577	0	[0.00,0.00]	1	1		1	1	
community_73	7	ionotropic_glutamate_receptor_signaling_...	6	0	0.0337892	0	[0.00,0.00]	1	1		1	1	
community_73	7	dopamine_metabolic_process	7	0	0.0394208	0	[0.00,0.00]	1	1		1	1	
community_73	7	myelination	23	0	0.129525	0	[0.00,0.00]	1	1		1	1	
community_73	7	protein_kinase_B_signaling	20	0	0.112631	0	[0.00,0.00]	1	1		1	1	
community_73	7	cAMP_metabolic_process	14	0	0.0788415	0	[0.00,0.00]	1	1		1	1	
community_73	7	synaptic_vesicle_endocytosis	14	0	0.0788415	0	[0.00,0.00]	1	1		1	1	
community_73	7	calcium_ion-regulated_exocytosis_of_neur...	4	0	0.0225261	0	[0.00,0.00]	1	1		1	1	
community_73	7	axon_extension_involved_in_axon_guidance	1	0	0.00563154	0	[0.00,0.00]	1	1		1	1	
community_73	7	modulation_of_chemical_synaptic_transmis...	75	1	0.422365	2.61712	[0.31,22.02]	0.353856	1		0.938076	1	
community_73	7	regulation_of_synapse_organization	17	0	0.0957361	0	[0.00,0.00]	1	1		1	1	
community_73	7	synapse_organization	42	1	0.236525	4.85772	[0.57,41.28]	0.21432	1		0.978977	1	
community_73	7	T_cell_receptor_signaling_pathway	37	0	0.208367	0	[0.00,0.00]	1	1		1	1	
community_73	7	B_cell_receptor_signaling_pathway	4	0	0.0225261	0	[0.00,0.00]	1	1		1	1	
community_73	7	stress-activated_MAPK_cascade	37	0	0.208367	0	[0.00,0.00]	1	1		1	1	
community_73	7	response_to_cAMP	13	0	0.07321	0	[0.00,0.00]	1	1		1	1	
community_73	7	regulation_of_synapse_assembly	10	0	0.0563154	0	[0.00,0.00]	1	1		1	1	
community_73	7	calcium_ion_homeostasis	49	0	0.275945	0	[0.00,0.00]	1	1		1	1	
community_73	7	synapse_maturation	4	1	0.0225261	68.5	[6.21,755.96]	0.0223634	1		0.999838	1	
community_73	7	regulation_of_postsynaptic_membrane_pote...	19	1	0.106999	11.2778	[1.29,98.54]	0.102452	1		0.995556	1	
community_73	7	neuroepithelial_cell_differentiation	4	0	0.0225261	0	[0.00,0.00]	1	1		1	1	
community_73	7	protein_kinase_C_signaling	3	0	0.0168946	0	[0.00,0.00]	1	1		1	1	
community_73	7	cell_communication_involved_in_cardiac_c...	10	0	0.0563154	0	[0.00,0.00]	1	1		1	1	
community_73	7	regulation_of_synaptic_vesicle_cycle	16	0	0.0901046	0	[0.00,0.00]	1	1		1	1	
community_73	7	neurotransmitter_receptor_transport_to_p...	6	0	0.0337892	0	[0.00,0.00]	1	1		1	1	
community_73	7	axonal_transport	10	0	0.0563154	0	[0.00,0.00]	1	1		1	1	
community_73	7	vesicle-mediated_transport_in_synapse	42	0	0.236525	0	[0.00,0.00]	1	1		1	1	
community_73	7	presynapse_assembly	3	0	0.0168946	0	[0.00,0.00]	1	1		1	1	
community_73	7	regulation_of_postsynaptic_membrane_neur...	6	0	0.0337892	0	[0.00,0.00]	1	1		1	1	
community_73	7	synaptic_vesicle_cycle	38	0	0.213998	0	[0.00,0.00]	1	1		1	1	
community_73	7	presynaptic_process_involved_in_chemical...	37	0	0.208367	0	[0.00,0.00]	1	1		1	1	
community_73	7	synaptic_signaling	124	1	0.698311	1.50813	[0.18,12.63]	0.521704	1		0.851307	1	
community_73	7	trans-synaptic_signaling	124	1	0.698311	1.50813	[0.18,12.63]	0.521704	1		0.851307	1	
community_73	7	chemical_synaptic_transmission,_postsyna...	20	1	0.112631	10.6754	[1.23,93.03]	0.107585	1		0.995076	1	
community_73	7	regulation_of_neurotransmitter_receptor_...	6	1	0.0337892	41.0333	[4.15,406.02]	0.0333833	1		0.999596	1	
community_73	7	neurotransmitter_receptor_transport	7	0	0.0394208	0	[0.00,0.00]	1	1		1	1	
community_73	7	signal_release_from_synapse	36	0	0.202735	0	[0.00,0.00]	1	1		1	1	
community_73	7	regulation_of_synaptic_vesicle_exocytosi...	12	0	0.0675784	0	[0.00,0.00]	1	1		1	1	
community_74	22	MAPK_cascade	122	1	2.15929	0.4329	[0.06,3.25]	0.715787	1		0.530508	1	
community_74	22	neurotransmitter_uptake	8	0	0.141593	0	[0.00,0.00]	1	1		1	1	
community_74	22	activation_of_innate_immune_response	43	0	0.761062	0	[0.00,0.00]	1	1		1	1	
community_74	22	toll-like_receptor_signaling_pathway	10	0	0.176991	0	[0.00,0.00]	1	1		1	1	
community_74	22	Fc_receptor_mediated_stimulatory_signali...	25	2	0.442478	5.2087	[1.15,23.60]	0.0701817	1		0.991394	1	
community_74	22	immune_response-activating_signal_transd...	72	2	1.27434	1.64429	[0.38,7.18]	0.367639	1		0.869659	1	
community_74	22	innate_immune_response-activating_signal...	42	0	0.743363	0	[0.00,0.00]	1	1		1	1	
community_74	22	dopamine_receptor_signaling_pathway	14	0	0.247788	0	[0.00,0.00]	1	1		1	1	
community_74	22	Wnt_signaling_pathway,_calcium_modulatin...	8	0	0.141593	0	[0.00,0.00]	1	1		1	1	
community_74	22	chemical_synaptic_transmission	124	0	2.19469	0	[0.00,0.00]	1	1		1	1	
community_74	22	neurotransmitter_secretion	36	0	0.637168	0	[0.00,0.00]	1	1		1	1	
community_74	22	axon_guidance	40	0	0.707965	0	[0.00,0.00]	1	1		1	1	
community_74	22	synapse_assembly	16	0	0.283186	0	[0.00,0.00]	1	1		1	1	
community_74	22	axo-dendritic_transport	11	0	0.19469	0	[0.00,0.00]	1	1		1	1	
community_74	22	anterograde_axonal_transport	6	0	0.106195	0	[0.00,0.00]	1	1		1	1	
community_74	22	hormone-mediated_signaling_pathway	14	0	0.247788	0	[0.00,0.00]	1	1		1	1	
community_74	22	regulation_of_cardiac_muscle_hypertrophy	10	0	0.176991	0	[0.00,0.00]	1	1		1	1	
community_74	22	protein_kinase_A_signaling	5	0	0.0884956	0	[0.00,0.00]	1	1		1	1	
community_74	22	synaptic_vesicle_exocytosis	26	0	0.460177	0	[0.00,0.00]	1	1		1	1	
community_74	22	synaptic_vesicle_priming	10	0	0.176991	0	[0.00,0.00]	1	1		1	1	
community_74	22	calcium-mediated_signaling	30	0	0.530973	0	[0.00,0.00]	1	1		1	1	
community_74	22	cAMP-mediated_signaling	9	0	0.159292	0	[0.00,0.00]	1	1		1	1	
community_74	22	synaptic_vesicle_fusion_to_presynaptic_a...	7	0	0.123894	0	[0.00,0.00]	1	1		1	1	
community_74	22	TOR_signaling	10	0	0.176991	0	[0.00,0.00]	1	1		1	1	
community_74	22	myelin_assembly	5	0	0.0884956	0	[0.00,0.00]	1	1		1	1	
community_74	22	ionotropic_glutamate_receptor_signaling_...	6	0	0.106195	0	[0.00,0.00]	1	1		1	1	
community_74	22	dopamine_metabolic_process	7	0	0.123894	0	[0.00,0.00]	1	1		1	1	
community_74	22	myelination	23	0	0.40708	0	[0.00,0.00]	1	1		1	1	
community_74	22	protein_kinase_B_signaling	20	0	0.353982	0	[0.00,0.00]	1	1		1	1	
community_74	22	cAMP_metabolic_process	14	0	0.247788	0	[0.00,0.00]	1	1		1	1	
community_74	22	synaptic_vesicle_endocytosis	14	0	0.247788	0	[0.00,0.00]	1	1		1	1	
community_74	22	calcium_ion-regulated_exocytosis_of_neur...	4	0	0.0707965	0	[0.00,0.00]	1	1		1	1	
community_74	22	axon_extension_involved_in_axon_guidance	1	0	0.0176991	0	[0.00,0.00]	1	1		1	1	
community_74	22	modulation_of_chemical_synaptic_transmis...	75	0	1.32743	0	[0.00,0.00]	1	1		1	1	
community_74	22	regulation_of_synapse_organization	17	1	0.300885	3.58631	[0.45,28.30]	0.263296	1		0.965358	1	
community_74	22	synapse_organization	42	1	0.743363	1.3705	[0.18,10.44]	0.533636	1		0.831551	1	
community_74	22	T_cell_receptor_signaling_pathway	37	0	0.654867	0	[0.00,0.00]	1	1		1	1	
community_74	22	B_cell_receptor_signaling_pathway	4	0	0.0707965	0	[0.00,0.00]	1	1		1	1	
community_74	22	stress-activated_MAPK_cascade	37	1	0.654867	1.56746	[0.21,11.97]	0.488589	1		0.86271	1	
community_74	22	response_to_cAMP	13	0	0.230088	0	[0.00,0.00]	1	1		1	1	
community_74	22	regulation_of_synapse_assembly	10	0	0.176991	0	[0.00,0.00]	1	1		1	1	
community_74	22	calcium_ion_homeostasis	49	1	0.867257	1.16369	[0.15,8.83]	0.590382	1		0.786061	1	
community_74	22	synapse_maturation	4	0	0.0707965	0	[0.00,0.00]	1	1		1	1	
community_74	22	regulation_of_postsynaptic_membrane_pote...	19	0	0.336283	0	[0.00,0.00]	1	1		1	1	
community_74	22	neuroepithelial_cell_differentiation	4	0	0.0707965	0	[0.00,0.00]	1	1		1	1	
community_74	22	protein_kinase_C_signaling	3	0	0.0530973	0	[0.00,0.00]	1	1		1	1	
community_74	22	cell_communication_involved_in_cardiac_c...	10	0	0.176991	0	[0.00,0.00]	1	1		1	1	
community_74	22	regulation_of_synaptic_vesicle_cycle	16	0	0.283186	0	[0.00,0.00]	1	1		1	1	
community_74	22	neurotransmitter_receptor_transport_to_p...	6	0	0.106195	0	[0.00,0.00]	1	1		1	1	
community_74	22	axonal_transport	10	0	0.176991	0	[0.00,0.00]	1	1		1	1	
community_74	22	vesicle-mediated_transport_in_synapse	42	0	0.743363	0	[0.00,0.00]	1	1		1	1	
community_74	22	presynapse_assembly	3	0	0.0530973	0	[0.00,0.00]	1	1		1	1	
community_74	22	regulation_of_postsynaptic_membrane_neur...	6	0	0.106195	0	[0.00,0.00]	1	1		1	1	
community_74	22	synaptic_vesicle_cycle	38	0	0.672566	0	[0.00,0.00]	1	1		1	1	
community_74	22	presynaptic_process_involved_in_chemical...	37	0	0.654867	0	[0.00,0.00]	1	1		1	1	
community_74	22	synaptic_signaling	124	0	2.19469	0	[0.00,0.00]	1	1		1	1	
community_74	22	trans-synaptic_signaling	124	0	2.19469	0	[0.00,0.00]	1	1		1	1	
community_74	22	chemical_synaptic_transmission,_postsyna...	20	0	0.353982	0	[0.00,0.00]	1	1		1	1	
community_74	22	regulation_of_neurotransmitter_receptor_...	6	0	0.106195	0	[0.00,0.00]	1	1		1	1	
community_74	22	neurotransmitter_receptor_transport	7	0	0.123894	0	[0.00,0.00]	1	1		1	1	
community_74	22	signal_release_from_synapse	36	0	0.637168	0	[0.00,0.00]	1	1		1	1	
community_74	22	regulation_of_synaptic_vesicle_exocytosi...	12	0	0.212389	0	[0.00,0.00]	1	1		1	1	
community_75	17	MAPK_cascade	122	1	1.66854	0.570764	[0.08,4.34]	1	1		0.320267	1	
community_75	17	neurotransmitter_uptake	8	0	0.109413	0	[0.00,0.00]	1	1		1	1	
community_75	17	activation_of_innate_immune_response	43	0	0.588093	0	[0.00,0.00]	1	1		1	1	
community_75	17	toll-like_receptor_signaling_pathway	10	0	0.136766	0	[0.00,0.00]	1	1		1	1	
community_75	17	Fc_receptor_mediated_stimulatory_signali...	25	0	0.341915	0	[0.00,0.00]	1	1		1	1	
community_75	17	immune_response-activating_signal_transd...	72	0	0.984714	0	[0.00,0.00]	1	1		1	1	
community_75	17	innate_immune_response-activating_signal...	42	0	0.574417	0	[0.00,0.00]	1	1		1	1	
community_75	17	dopamine_receptor_signaling_pathway	14	0	0.191472	0	[0.00,0.00]	1	1		1	1	
community_75	17	Wnt_signaling_pathway,_calcium_modulatin...	8	0	0.109413	0	[0.00,0.00]	1	1		1	1	
community_75	17	chemical_synaptic_transmission	124	3	1.6959	1.95691	[0.55,6.91]	0.236308	1		0.919316	1	
community_75	17	neurotransmitter_secretion	36	1	0.492357	2.12679	[0.27,16.49]	0.395238	1		0.915521	1	
community_75	17	axon_guidance	40	1	0.547064	1.90224	[0.25,14.71]	0.428637	1		0.898681	1	
community_75	17	synapse_assembly	16	1	0.218825	5.04583	[0.63,40.53]	0.198833	1		0.981116	1	
community_75	17	axo-dendritic_transport	11	0	0.150442	0	[0.00,0.00]	1	1		1	1	
community_75	17	anterograde_axonal_transport	6	0	0.0820595	0	[0.00,0.00]	1	1		1	1	
community_75	17	hormone-mediated_signaling_pathway	14	0	0.191472	0	[0.00,0.00]	1	1		1	1	
community_75	17	regulation_of_cardiac_muscle_hypertrophy	10	0	0.136766	0	[0.00,0.00]	1	1		1	1	
community_75	17	protein_kinase_A_signaling	5	0	0.0683829	0	[0.00,0.00]	1	1		1	1	
community_75	17	synaptic_vesicle_exocytosis	26	1	0.355591	3.0025	[0.38,23.53]	0.303524	1		0.952798	1	
community_75	17	synaptic_vesicle_priming	10	1	0.136766	8.45139	[1.01,70.70]	0.129088	1		0.992568	1	
community_75	17	calcium-mediated_signaling	30	1	0.410298	2.57974	[0.33,20.11]	0.341678	1		0.938811	1	
community_75	17	cAMP-mediated_signaling	9	0	0.123089	0	[0.00,0.00]	1	1		1	1	
community_75	17	synaptic_vesicle_fusion_to_presynaptic_a...	7	0	0.0957361	0	[0.00,0.00]	1	1		1	1	
community_75	17	TOR_signaling	10	0	0.136766	0	[0.00,0.00]	1	1		1	1	
community_75	17	myelin_assembly	5	0	0.0683829	0	[0.00,0.00]	1	1		1	1	
community_75	17	ionotropic_glutamate_receptor_signaling_...	6	0	0.0820595	0	[0.00,0.00]	1	1		1	1	
community_75	17	dopamine_metabolic_process	7	1	0.0957361	12.7083	[1.45,111.72]	0.0921099	1		0.996447	1	
community_75	17	myelination	23	1	0.314562	3.42045	[0.43,26.94]	0.273553	1		0.962361	1	
community_75	17	protein_kinase_B_signaling	20	0	0.273532	0	[0.00,0.00]	1	1		1	1	
community_75	17	cAMP_metabolic_process	14	1	0.191472	5.83173	[0.72,47.29]	0.176191	1		0.985447	1	
community_75	17	synaptic_vesicle_endocytosis	14	0	0.191472	0	[0.00,0.00]	1	1		1	1	
community_75	17	calcium_ion-regulated_exocytosis_of_neur...	4	0	0.0547064	0	[0.00,0.00]	1	1		1	1	
community_75	17	axon_extension_involved_in_axon_guidance	1	0	0.0136766	0	[0.00,0.00]	1	1		1	1	
community_75	17	modulation_of_chemical_synaptic_transmis...	75	1	1.02574	0.972973	[0.13,7.44]	1	1		0.381503	1	
community_75	17	regulation_of_synapse_organization	17	1	0.232502	4.72656	[0.59,37.82]	0.209933	1		0.978769	1	
community_75	17	synapse_organization	42	1	0.574417	1.8064	[0.23,13.95]	0.444678	1		0.889922	1	
community_75	17	T_cell_receptor_signaling_pathway	37	0	0.506034	0	[0.00,0.00]	1	1		1	1	
community_75	17	B_cell_receptor_signaling_pathway	4	0	0.0547064	0	[0.00,0.00]	1	1		1	1	
community_75	17	stress-activated_MAPK_cascade	37	1	0.506034	2.06597	[0.27,16.01]	0.403756	1		0.911401	1	
community_75	17	response_to_cAMP	13	0	0.177796	0	[0.00,0.00]	1	1		1	1	
community_75	17	regulation_of_synapse_assembly	10	1	0.136766	8.45139	[1.01,70.70]	0.129088	1		0.992568	1	
community_75	17	calcium_ion_homeostasis	49	0	0.670153	0	[0.00,0.00]	1	1		1	1	
community_75	17	synapse_maturation	4	0	0.0547064	0	[0.00,0.00]	1	1		1	1	
community_75	17	regulation_of_postsynaptic_membrane_pote...	19	0	0.259855	0	[0.00,0.00]	1	1		1	1	
community_75	17	neuroepithelial_cell_differentiation	4	0	0.0547064	0	[0.00,0.00]	1	1		1	1	
community_75	17	protein_kinase_C_signaling	3	0	0.0410298	0	[0.00,0.00]	1	1		1	1	
community_75	17	cell_communication_involved_in_cardiac_c...	10	0	0.136766	0	[0.00,0.00]	1	1		1	1	
community_75	17	regulation_of_synaptic_vesicle_cycle	16	0	0.218825	0	[0.00,0.00]	1	1		1	1	
community_75	17	neurotransmitter_receptor_transport_to_p...	6	0	0.0820595	0	[0.00,0.00]	1	1		1	1	
community_75	17	axonal_transport	10	0	0.136766	0	[0.00,0.00]	1	1		1	1	
community_75	17	vesicle-mediated_transport_in_synapse	42	1	0.574417	1.8064	[0.23,13.95]	0.444678	1		0.889922	1	
community_75	17	presynapse_assembly	3	0	0.0410298	0	[0.00,0.00]	1	1		1	1	
community_75	17	regulation_of_postsynaptic_membrane_neur...	6	0	0.0820595	0	[0.00,0.00]	1	1		1	1	
community_75	17	synaptic_vesicle_cycle	38	1	0.51971	2.00845	[0.26,15.55]	0.412161	1		0.90722	1	
community_75	17	presynaptic_process_involved_in_chemical...	37	1	0.506034	2.06597	[0.27,16.01]	0.403756	1		0.911401	1	
community_75	17	synaptic_signaling	124	3	1.6959	1.95691	[0.55,6.91]	0.236308	1		0.919316	1	
community_75	17	trans-synaptic_signaling	124	3	1.6959	1.95691	[0.55,6.91]	0.236308	1		0.919316	1	
community_75	17	chemical_synaptic_transmission,_postsyna...	20	0	0.273532	0	[0.00,0.00]	1	1		1	1	
community_75	17	regulation_of_neurotransmitter_receptor_...	6	0	0.0820595	0	[0.00,0.00]	1	1		1	1	
community_75	17	neurotransmitter_receptor_transport	7	0	0.0957361	0	[0.00,0.00]	1	1		1	1	
community_75	17	signal_release_from_synapse	36	1	0.492357	2.12679	[0.27,16.49]	0.395238	1		0.915521	1	
community_75	17	regulation_of_synaptic_vesicle_exocytosi...	12	0	0.164119	0	[0.00,0.00]	1	1		1	1	
community_76	12	MAPK_cascade	122	3	1.1778	3.11485	[0.83,11.66]	0.105246	1		0.976543	1	
community_76	12	neurotransmitter_uptake	8	0	0.0772325	0	[0.00,0.00]	1	1		1	1	
community_76	12	activation_of_innate_immune_response	43	4	0.415125	15.2821	[4.41,52.91]	0.000503389	0.793108		0.999974	1	
community_76	12	toll-like_receptor_signaling_pathway	10	1	0.0965406	12.3434	[1.44,105.93]	0.0927746	1		0.996315	1	
community_76	12	Fc_receptor_mediated_stimulatory_signali...	25	0	0.241352	0	[0.00,0.00]	1	1		1	1	
community_76	12	immune_response-activating_signal_transd...	72	4	0.695093	8.55147	[2.51,29.11]	0.0035982	1		0.999673	1	
community_76	12	innate_immune_response-activating_signal...	42	4	0.405471	15.6974	[4.53,54.40]	0.000458974	0.745728		0.999977	1	
community_76	12	dopamine_receptor_signaling_pathway	14	0	0.135157	0	[0.00,0.00]	1	1		1	1	
community_76	12	Wnt_signaling_pathway,_calcium_modulatin...	8	0	0.0772325	0	[0.00,0.00]	1	1		1	1	
community_76	12	chemical_synaptic_transmission	124	0	1.1971	0	[0.00,0.00]	1	1		1	1	
community_76	12	neurotransmitter_secretion	36	0	0.347546	0	[0.00,0.00]	1	1		1	1	
community_76	12	axon_guidance	40	0	0.386163	0	[0.00,0.00]	1	1		1	1	
community_76	12	synapse_assembly	16	0	0.154465	0	[0.00,0.00]	1	1		1	1	
community_76	12	axo-dendritic_transport	11	0	0.106195	0	[0.00,0.00]	1	1		1	1	
community_76	12	anterograde_axonal_transport	6	0	0.0579244	0	[0.00,0.00]	1	1		1	1	
community_76	12	hormone-mediated_signaling_pathway	14	0	0.135157	0	[0.00,0.00]	1	1		1	1	
community_76	12	regulation_of_cardiac_muscle_hypertrophy	10	0	0.0965406	0	[0.00,0.00]	1	1		1	1	
community_76	12	protein_kinase_A_signaling	5	0	0.0482703	0	[0.00,0.00]	1	1		1	1	
community_76	12	synaptic_vesicle_exocytosis	26	0	0.251006	0	[0.00,0.00]	1	1		1	1	
community_76	12	synaptic_vesicle_priming	10	0	0.0965406	0	[0.00,0.00]	1	1		1	1	
community_76	12	calcium-mediated_signaling	30	0	0.289622	0	[0.00,0.00]	1	1		1	1	
community_76	12	cAMP-mediated_signaling	9	0	0.0868866	0	[0.00,0.00]	1	1		1	1	
community_76	12	synaptic_vesicle_fusion_to_presynaptic_a...	7	0	0.0675784	0	[0.00,0.00]	1	1		1	1	
community_76	12	TOR_signaling	10	0	0.0965406	0	[0.00,0.00]	1	1		1	1	
community_76	12	myelin_assembly	5	0	0.0482703	0	[0.00,0.00]	1	1		1	1	
community_76	12	ionotropic_glutamate_receptor_signaling_...	6	0	0.0579244	0	[0.00,0.00]	1	1		1	1	
community_76	12	dopamine_metabolic_process	7	0	0.0675784	0	[0.00,0.00]	1	1		1	1	
community_76	12	myelination	23	0	0.222043	0	[0.00,0.00]	1	1		1	1	
community_76	12	protein_kinase_B_signaling	20	0	0.193081	0	[0.00,0.00]	1	1		1	1	
community_76	12	cAMP_metabolic_process	14	0	0.135157	0	[0.00,0.00]	1	1		1	1	
community_76	12	synaptic_vesicle_endocytosis	14	0	0.135157	0	[0.00,0.00]	1	1		1	1	
community_76	12	calcium_ion-regulated_exocytosis_of_neur...	4	0	0.0386163	0	[0.00,0.00]	1	1		1	1	
community_76	12	axon_extension_involved_in_axon_guidance	1	0	0.00965406	0	[0.00,0.00]	1	1		1	1	
community_76	12	modulation_of_chemical_synaptic_transmis...	75	0	0.724055	0	[0.00,0.00]	1	1		1	1	
community_76	12	regulation_of_synapse_organization	17	0	0.164119	0	[0.00,0.00]	1	1		1	1	
community_76	12	synapse_organization	42	0	0.405471	0	[0.00,0.00]	1	1		1	1	
community_76	12	T_cell_receptor_signaling_pathway	37	3	0.3572	11.7353	[3.04,45.29]	0.00444293	1		0.999722	1	
community_76	12	B_cell_receptor_signaling_pathway	4	0	0.0386163	0	[0.00,0.00]	1	1		1	1	
community_76	12	stress-activated_MAPK_cascade	37	0	0.3572	0	[0.00,0.00]	1	1		1	1	
community_76	12	response_to_cAMP	13	0	0.125503	0	[0.00,0.00]	1	1		1	1	
community_76	12	regulation_of_synapse_assembly	10	0	0.0965406	0	[0.00,0.00]	1	1		1	1	
community_76	12	calcium_ion_homeostasis	49	1	0.473049	2.24053	[0.28,17.71]	0.384191	1		0.921892	1	
community_76	12	synapse_maturation	4	0	0.0386163	0	[0.00,0.00]	1	1		1	1	
community_76	12	regulation_of_postsynaptic_membrane_pote...	19	0	0.183427	0	[0.00,0.00]	1	1		1	1	
community_76	12	neuroepithelial_cell_differentiation	4	0	0.0386163	0	[0.00,0.00]	1	1		1	1	
community_76	12	protein_kinase_C_signaling	3	0	0.0289622	0	[0.00,0.00]	1	1		1	1	
community_76	12	cell_communication_involved_in_cardiac_c...	10	0	0.0965406	0	[0.00,0.00]	1	1		1	1	
community_76	12	regulation_of_synaptic_vesicle_cycle	16	0	0.154465	0	[0.00,0.00]	1	1		1	1	
community_76	12	neurotransmitter_receptor_transport_to_p...	6	0	0.0579244	0	[0.00,0.00]	1	1		1	1	
community_76	12	axonal_transport	10	0	0.0965406	0	[0.00,0.00]	1	1		1	1	
community_76	12	vesicle-mediated_transport_in_synapse	42	0	0.405471	0	[0.00,0.00]	1	1		1	1	
community_76	12	presynapse_assembly	3	0	0.0289622	0	[0.00,0.00]	1	1		1	1	
community_76	12	regulation_of_postsynaptic_membrane_neur...	6	0	0.0579244	0	[0.00,0.00]	1	1		1	1	
community_76	12	synaptic_vesicle_cycle	38	0	0.366854	0	[0.00,0.00]	1	1		1	1	
community_76	12	presynaptic_process_involved_in_chemical...	37	0	0.3572	0	[0.00,0.00]	1	1		1	1	
community_76	12	synaptic_signaling	124	0	1.1971	0	[0.00,0.00]	1	1		1	1	
community_76	12	trans-synaptic_signaling	124	0	1.1971	0	[0.00,0.00]	1	1		1	1	
community_76	12	chemical_synaptic_transmission,_postsyna...	20	0	0.193081	0	[0.00,0.00]	1	1		1	1	
community_76	12	regulation_of_neurotransmitter_receptor_...	6	0	0.0579244	0	[0.00,0.00]	1	1		1	1	
